subscriber_id,telecom,timestamp,duration_sec,type,ip,port,destination,fraud_label
SUB_009,Jio,2025-04-01 23:26:00,303,SMS,192.168.158.71,5222,fakebank.in,Benign
SUB_009,Jio,2025-04-01 07:26:00,926,Data,192.168.132.113,443,whatsapp.net,Benign
SUB_009,Jio,2025-04-01 22:54:00,287,SMS,192.168.144.84,80,telegram.org,Benign
SUB_009,Jio,2025-04-01 05:33:00,1089,SMS,192.168.213.52,5222,fakebank.in,Benign
SUB_009,Jio,2025-04-01 05:40:00,691,SMS,192.168.104.26,443,telegram.org,Benign
SUB_009,Jio,2025-04-01 04:12:00,664,Voice,192.168.77.99,5222,signal.org,Identity
SUB_009,Jio,2025-04-01 14:40:00,373,SMS,192.168.191.130,8080,fakebank.in,Benign
SUB_010,Vi,2025-04-01 23:12:00,221,SMS,192.168.160.2,443,signal.org,Benign
SUB_010,Vi,2025-04-01 20:15:00,1153,SMS,192.168.65.215,443,telegram.org,Benign
SUB_010,Vi,2025-04-01 08:22:00,893,Voice,192.168.244.221,8080,telegram.org,Investment
SUB_010,Vi,2025-04-01 21:12:00,656,SMS,192.168.0.7,5222,fakebank.in,Benign
SUB_010,Vi,2025-04-01 05:04:00,538,Voice,192.168.189.93,443,whatsapp.net,Benign
SUB_010,Vi,2025-04-01 14:55:00,792,Data,192.168.141.117,80,telegram.org,Benign
SUB_010,Vi,2025-04-01 03:42:00,1041,Data,192.168.235.28,80,google.com,Benign
SUB_010,Vi,2025-04-01 01:42:00,1059,SMS,192.168.79.179,443,telegram.org,Psychological
SUB_010,Vi,2025-04-01 07:00:00,673,SMS,192.168.34.34,80,whatsapp.net,Benign
SUB_001,MTNL,2025-04-02 00:36:00,228,Data,192.168.72.150,80,signal.org,Benign
SUB_001,MTNL,2025-04-02 23:31:00,174,Data,192.168.55.238,443,signal.org,Investment
SUB_001,MTNL,2025-04-02 02:28:00,1067,Data,192.168.252.181,5222,fakebank.in,Benign
SUB_001,MTNL,2025-04-02 06:25:00,70,Data,192.168.57.185,8080,telegram.org,Benign
SUB_001,MTNL,2025-04-02 12:30:00,995,Data,192.168.8.192,5222,google.com,Benign
SUB_001,MTNL,2025-04-02 03:19:00,791,SMS,192.168.36.44,80,telegram.org,Benign
SUB_001,MTNL,2025-04-02 05:48:00,724,Data,192.168.214.177,80,google.com,Identity
SUB_001,MTNL,2025-04-02 19:47:00,1007,SMS,192.168.197.65,80,telegram.org,Benign
SUB_001,MTNL,2025-04-02 20:27:00,907,Data,192.168.102.79,80,fakebank.in,Benign
SUB_001,MTNL,2025-04-02 02:14:00,1156,Data,192.168.21.255,80,signal.org,Benign
SUB_001,MTNL,2025-04-02 12:34:00,825,SMS,192.168.128.47,8080,google.com,Psychological
SUB_002,Vi,2025-04-02 00:26:00,914,Data,192.168.207.213,80,signal.org,Benign
SUB_002,Vi,2025-04-02 16:32:00,949,Data,192.168.67.177,80,whatsapp.net,Benign
SUB_002,Vi,2025-04-02 10:41:00,999,Voice,192.168.203.135,8080,fakebank.in,Benign
SUB_002,Vi,2025-04-02 10:35:00,218,Data,192.168.9.231,8080,google.com,Financial
SUB_002,Vi,2025-04-02 14:22:00,450,Data,192.168.104.49,80,google.com,Benign
SUB_002,Vi,2025-04-02 12:51:00,1042,SMS,192.168.115.186,5222,telegram.org,Benign
SUB_002,Vi,2025-04-02 17:16:00,209,Voice,192.168.3.63,8080,signal.org,Psychological
SUB_002,Vi,2025-04-02 12:02:00,273,Voice,192.168.163.111,80,telegram.org,Benign
SUB_002,Vi,2025-04-02 06:00:00,31,SMS,192.168.162.137,5222,google.com,Benign
SUB_002,Vi,2025-04-02 10:36:00,99,SMS,192.168.14.2,5222,telegram.org,Psychological
SUB_002,Vi,2025-04-02 02:56:00,294,SMS,192.168.136.81,80,google.com,Benign
SUB_002,Vi,2025-04-02 03:49:00,516,Voice,192.168.142.44,80,telegram.org,Benign
SUB_002,Vi,2025-04-02 09:11:00,458,Data,192.168.114.89,80,signal.org,Benign
SUB_002,Vi,2025-04-02 11:06:00,314,Voice,192.168.175.41,8080,telegram.org,Identity
SUB_003,BSNL,2025-04-02 23:14:00,731,Voice,192.168.121.143,80,google.com,Benign
SUB_003,BSNL,2025-04-02 11:45:00,135,Data,192.168.199.215,80,telegram.org,Benign
SUB_003,BSNL,2025-04-02 09:11:00,275,SMS,192.168.230.11,443,telegram.org,Benign
SUB_003,BSNL,2025-04-02 07:58:00,202,SMS,192.168.83.111,5222,telegram.org,Investment
SUB_003,BSNL,2025-04-02 05:31:00,1003,Data,192.168.93.225,80,telegram.org,Psychological
SUB_003,BSNL,2025-04-02 22:37:00,908,Voice,192.168.39.145,443,telegram.org,Benign
SUB_003,BSNL,2025-04-02 12:12:00,554,Data,192.168.184.66,80,fakebank.in,Benign
SUB_003,BSNL,2025-04-02 06:48:00,255,Data,192.168.220.117,5222,fakebank.in,Benign
SUB_003,BSNL,2025-04-02 13:10:00,696,SMS,192.168.43.77,5222,fakebank.in,Benign
SUB_003,BSNL,2025-04-02 04:40:00,64,SMS,192.168.227.126,443,signal.org,Benign
SUB_003,BSNL,2025-04-02 10:21:00,595,Voice,192.168.10.222,80,signal.org,Benign
SUB_003,BSNL,2025-04-02 18:55:00,828,Voice,192.168.16.155,80,signal.org,Financial
SUB_003,BSNL,2025-04-02 02:27:00,1160,Data,192.168.146.201,5222,telegram.org,Benign
SUB_003,BSNL,2025-04-02 21:42:00,1139,Voice,192.168.126.141,8080,signal.org,Benign
SUB_003,BSNL,2025-04-02 14:36:00,849,Data,192.168.253.165,5222,telegram.org,Benign
SUB_004,Vi,2025-04-02 06:10:00,1051,SMS,192.168.31.199,443,google.com,Benign
SUB_004,Vi,2025-04-02 22:28:00,570,Voice,192.168.209.203,80,whatsapp.net,Benign
SUB_004,Vi,2025-04-02 03:31:00,1097,Data,192.168.61.194,80,signal.org,Benign
SUB_004,Vi,2025-04-02 09:25:00,1053,Data,192.168.170.142,8080,whatsapp.net,Benign
SUB_004,Vi,2025-04-02 07:42:00,881,SMS,192.168.232.255,8080,whatsapp.net,Benign
SUB_004,Vi,2025-04-02 02:07:00,667,Voice,192.168.86.84,5222,fakebank.in,Benign
SUB_004,Vi,2025-04-02 19:51:00,413,Data,192.168.75.243,443,signal.org,Benign
SUB_005,BSNL,2025-04-02 07:53:00,1075,Data,192.168.252.119,80,whatsapp.net,Psychological
SUB_005,BSNL,2025-04-02 19:24:00,418,Data,192.168.188.100,80,telegram.org,Benign
SUB_005,BSNL,2025-04-02 20:22:00,779,Voice,192.168.142.78,5222,signal.org,Benign
SUB_005,BSNL,2025-04-02 19:36:00,288,SMS,192.168.17.145,443,signal.org,Benign
SUB_005,BSNL,2025-04-02 01:48:00,348,Data,192.168.66.64,5222,google.com,Benign
SUB_005,BSNL,2025-04-02 10:03:00,993,Data,192.168.149.5,8080,google.com,Benign
SUB_006,Jio,2025-04-02 13:37:00,520,SMS,192.168.179.43,5222,signal.org,Benign
SUB_006,Jio,2025-04-02 19:35:00,942,Data,192.168.122.186,8080,whatsapp.net,Benign
SUB_006,Jio,2025-04-02 03:12:00,1192,Voice,192.168.3.182,80,whatsapp.net,Investment
SUB_006,Jio,2025-04-02 07:42:00,1122,Data,192.168.78.50,443,telegram.org,Benign
SUB_006,Jio,2025-04-02 11:59:00,1002,Voice,192.168.204.64,8080,telegram.org,Benign
SUB_006,Jio,2025-04-02 21:48:00,783,SMS,192.168.16.134,5222,signal.org,Benign
SUB_006,Jio,2025-04-02 23:28:00,900,Data,192.168.66.89,443,google.com,Benign
SUB_006,Jio,2025-04-02 23:30:00,556,Data,192.168.114.37,443,fakebank.in,Benign
SUB_007,Jio,2025-04-02 01:38:00,597,Data,192.168.79.57,443,fakebank.in,Benign
SUB_007,Jio,2025-04-02 01:13:00,375,Voice,192.168.80.123,8080,fakebank.in,Benign
SUB_007,Jio,2025-04-02 04:26:00,1119,SMS,192.168.43.193,443,whatsapp.net,Benign
SUB_007,Jio,2025-04-02 12:32:00,541,Data,192.168.53.114,5222,whatsapp.net,Benign
SUB_007,Jio,2025-04-02 16:56:00,56,Data,192.168.77.225,443,signal.org,Benign
SUB_007,Jio,2025-04-02 01:11:00,742,SMS,192.168.55.127,443,fakebank.in,Benign
SUB_008,MTNL,2025-04-02 12:56:00,355,Voice,192.168.25.147,8080,whatsapp.net,Benign
SUB_008,MTNL,2025-04-02 18:06:00,56,SMS,192.168.150.67,8080,telegram.org,Financial
SUB_008,MTNL,2025-04-02 14:41:00,365,Data,192.168.56.0,8080,telegram.org,Benign
SUB_008,MTNL,2025-04-02 11:35:00,541,Data,192.168.224.58,80,signal.org,Benign
SUB_008,MTNL,2025-04-02 02:18:00,630,Data,192.168.67.90,8080,whatsapp.net,Benign
SUB_008,MTNL,2025-04-02 04:55:00,809,Data,192.168.250.115,80,fakebank.in,Benign
SUB_008,MTNL,2025-04-02 21:59:00,684,Data,192.168.236.147,5222,signal.org,Financial
SUB_008,MTNL,2025-04-02 12:06:00,389,Voice,192.168.36.16,80,signal.org,Investment
SUB_008,MTNL,2025-04-02 12:37:00,582,SMS,192.168.44.91,80,fakebank.in,Benign
SUB_009,MTNL,2025-04-02 07:45:00,888,SMS,192.168.164.102,5222,telegram.org,Benign
SUB_009,MTNL,2025-04-02 07:57:00,248,SMS,192.168.206.127,80,telegram.org,Psychological
SUB_009,MTNL,2025-04-02 12:51:00,924,SMS,192.168.242.41,5222,fakebank.in,Benign
SUB_009,MTNL,2025-04-02 17:05:00,513,SMS,192.168.155.181,443,signal.org,Benign
SUB_009,MTNL,2025-04-02 07:08:00,667,SMS,192.168.34.127,5222,fakebank.in,Benign
SUB_010,MTNL,2025-04-02 23:50:00,1179,SMS,192.168.138.18,80,google.com,Financial
SUB_010,MTNL,2025-04-02 00:32:00,541,SMS,192.168.212.209,443,signal.org,Benign
SUB_010,MTNL,2025-04-02 08:24:00,1004,Voice,192.168.102.34,8080,google.com,Psychological
SUB_010,MTNL,2025-04-02 17:24:00,88,Voice,192.168.45.117,80,signal.org,Benign
SUB_010,MTNL,2025-04-02 13:04:00,262,Voice,192.168.18.96,5222,telegram.org,Benign
SUB_010,MTNL,2025-04-02 13:07:00,199,SMS,192.168.165.16,443,fakebank.in,Benign
SUB_010,MTNL,2025-04-02 08:47:00,585,Voice,192.168.126.97,443,telegram.org,Psychological
SUB_010,MTNL,2025-04-02 23:52:00,266,Voice,192.168.212.209,80,fakebank.in,Benign
SUB_010,MTNL,2025-04-02 21:06:00,615,Voice,192.168.121.70,443,google.com,Benign
SUB_001,Vi,2025-04-03 18:54:00,144,Voice,192.168.16.89,8080,google.com,Benign
SUB_001,Vi,2025-04-03 21:44:00,129,Voice,192.168.55.78,8080,whatsapp.net,Benign
SUB_001,Vi,2025-04-03 16:18:00,1092,Voice,192.168.11.229,5222,whatsapp.net,Benign
SUB_001,Vi,2025-04-03 19:22:00,792,Voice,192.168.122.231,5222,google.com,Benign
SUB_001,Vi,2025-04-03 12:19:00,190,Data,192.168.7.6,8080,telegram.org,Benign
SUB_001,Vi,2025-04-03 16:28:00,692,Data,192.168.142.180,5222,whatsapp.net,Benign
SUB_001,Vi,2025-04-03 16:27:00,50,SMS,192.168.216.149,8080,signal.org,Benign
SUB_001,Vi,2025-04-03 14:11:00,221,Voice,192.168.136.101,80,telegram.org,Benign
SUB_001,Vi,2025-04-03 05:37:00,288,Voice,192.168.201.130,443,google.com,Benign
SUB_001,Vi,2025-04-03 19:09:00,931,Voice,192.168.109.30,5222,telegram.org,Benign
SUB_001,Vi,2025-04-03 22:04:00,928,Data,192.168.11.183,443,signal.org,Benign
SUB_001,Vi,2025-04-03 17:58:00,731,Data,192.168.42.173,443,signal.org,Benign
SUB_002,Jio,2025-04-03 00:53:00,1114,Voice,192.168.96.148,80,telegram.org,Benign
SUB_002,Jio,2025-04-03 07:45:00,737,Data,192.168.197.7,5222,fakebank.in,Benign
SUB_002,Jio,2025-04-03 17:48:00,1052,Data,192.168.156.141,443,fakebank.in,Benign
SUB_002,Jio,2025-04-03 19:41:00,462,SMS,192.168.184.234,80,fakebank.in,Benign
SUB_002,Jio,2025-04-03 13:44:00,540,Voice,192.168.55.30,5222,telegram.org,Psychological
SUB_002,Jio,2025-04-03 08:18:00,853,Data,192.168.169.153,8080,telegram.org,Benign
SUB_002,Jio,2025-04-03 14:28:00,892,Voice,192.168.212.216,8080,telegram.org,Benign
SUB_002,Jio,2025-04-03 01:57:00,420,Voice,192.168.146.205,8080,google.com,Benign
SUB_002,Jio,2025-04-03 04:49:00,818,SMS,192.168.1.136,8080,whatsapp.net,Investment
SUB_002,Jio,2025-04-03 09:25:00,854,Voice,192.168.97.154,8080,signal.org,Benign
SUB_003,MTNL,2025-04-03 23:22:00,1043,Voice,192.168.223.12,80,fakebank.in,Benign
SUB_003,MTNL,2025-04-03 20:57:00,91,SMS,192.168.68.202,443,whatsapp.net,Identity
SUB_003,MTNL,2025-04-03 06:17:00,993,Data,192.168.235.111,5222,signal.org,Investment
SUB_003,MTNL,2025-04-03 03:59:00,904,Data,192.168.88.185,80,fakebank.in,Psychological
SUB_003,MTNL,2025-04-03 22:22:00,875,SMS,192.168.62.148,80,fakebank.in,Benign
SUB_003,MTNL,2025-04-03 04:40:00,504,Voice,192.168.138.148,8080,signal.org,Benign
SUB_003,MTNL,2025-04-03 01:49:00,84,Data,192.168.138.142,80,fakebank.in,Benign
SUB_003,MTNL,2025-04-03 07:29:00,267,Data,192.168.246.25,5222,fakebank.in,Benign
SUB_003,MTNL,2025-04-03 00:07:00,553,Voice,192.168.212.8,8080,telegram.org,Benign
SUB_004,BSNL,2025-04-03 05:31:00,84,Data,192.168.20.68,5222,whatsapp.net,Benign
SUB_004,BSNL,2025-04-03 09:30:00,119,SMS,192.168.203.150,8080,google.com,Benign
SUB_004,BSNL,2025-04-03 16:20:00,781,Voice,192.168.38.199,443,telegram.org,Benign
SUB_004,BSNL,2025-04-03 01:17:00,319,Voice,192.168.183.215,5222,whatsapp.net,Benign
SUB_004,BSNL,2025-04-03 07:54:00,899,Data,192.168.114.189,8080,telegram.org,Benign
SUB_004,BSNL,2025-04-03 07:06:00,641,SMS,192.168.221.244,8080,whatsapp.net,Benign
SUB_004,BSNL,2025-04-03 20:15:00,191,Data,192.168.226.141,80,signal.org,Benign
SUB_004,BSNL,2025-04-03 21:04:00,112,SMS,192.168.157.194,80,google.com,Identity
SUB_004,BSNL,2025-04-03 04:37:00,416,Voice,192.168.206.244,80,telegram.org,Benign
SUB_004,BSNL,2025-04-03 14:24:00,878,Data,192.168.68.229,80,telegram.org,Benign
SUB_004,BSNL,2025-04-03 05:23:00,1063,Voice,192.168.148.226,80,whatsapp.net,Benign
SUB_005,Jio,2025-04-03 12:12:00,786,SMS,192.168.54.131,443,google.com,Benign
SUB_005,Jio,2025-04-03 19:11:00,1111,Voice,192.168.174.93,5222,signal.org,Identity
SUB_005,Jio,2025-04-03 06:49:00,341,SMS,192.168.254.188,8080,fakebank.in,Benign
SUB_005,Jio,2025-04-03 12:20:00,1165,Data,192.168.242.158,5222,signal.org,Benign
SUB_005,Jio,2025-04-03 13:11:00,426,SMS,192.168.213.79,443,google.com,Financial
SUB_005,Jio,2025-04-03 12:23:00,306,SMS,192.168.78.87,80,signal.org,Benign
SUB_005,Jio,2025-04-03 12:13:00,838,Data,192.168.170.175,80,google.com,Benign
SUB_005,Jio,2025-04-03 22:34:00,289,SMS,192.168.47.247,5222,google.com,Benign
SUB_005,Jio,2025-04-03 19:06:00,731,Data,192.168.223.39,8080,telegram.org,Benign
SUB_005,Jio,2025-04-03 14:28:00,1197,Data,192.168.3.71,5222,whatsapp.net,Benign
SUB_006,BSNL,2025-04-03 13:47:00,705,Voice,192.168.216.232,5222,telegram.org,Benign
SUB_006,BSNL,2025-04-03 04:07:00,898,Voice,192.168.244.78,80,whatsapp.net,Psychological
SUB_006,BSNL,2025-04-03 06:37:00,859,SMS,192.168.151.151,5222,google.com,Benign
SUB_006,BSNL,2025-04-03 02:19:00,609,SMS,192.168.203.45,443,fakebank.in,Benign
SUB_006,BSNL,2025-04-03 18:42:00,657,Data,192.168.110.77,80,google.com,Benign
SUB_006,BSNL,2025-04-03 19:29:00,515,Voice,192.168.94.17,80,telegram.org,Benign
SUB_006,BSNL,2025-04-03 11:57:00,869,Data,192.168.41.124,5222,whatsapp.net,Benign
SUB_007,Airtel,2025-04-03 18:01:00,759,Voice,192.168.238.73,5222,signal.org,Benign
SUB_007,Airtel,2025-04-03 21:26:00,162,Voice,192.168.51.207,443,google.com,Benign
SUB_007,Airtel,2025-04-03 18:27:00,989,Voice,192.168.190.10,80,whatsapp.net,Benign
SUB_007,Airtel,2025-04-03 08:44:00,969,SMS,192.168.189.196,80,google.com,Benign
SUB_007,Airtel,2025-04-03 20:23:00,100,Voice,192.168.118.164,80,whatsapp.net,Benign
SUB_007,Airtel,2025-04-03 08:00:00,495,Voice,192.168.180.93,80,google.com,Benign
SUB_007,Airtel,2025-04-03 04:06:00,828,Voice,192.168.39.113,8080,telegram.org,Benign
SUB_007,Airtel,2025-04-03 01:42:00,596,SMS,192.168.241.214,80,google.com,Benign
SUB_007,Airtel,2025-04-03 23:26:00,1056,SMS,192.168.47.114,443,google.com,Benign
SUB_007,Airtel,2025-04-03 22:13:00,680,SMS,192.168.158.140,443,telegram.org,Benign
SUB_007,Airtel,2025-04-03 08:11:00,236,Data,192.168.65.123,80,google.com,Benign
SUB_007,Airtel,2025-04-03 07:42:00,934,SMS,192.168.138.163,80,signal.org,Benign
SUB_008,Airtel,2025-04-03 00:59:00,1191,SMS,192.168.173.65,80,fakebank.in,Benign
SUB_008,Airtel,2025-04-03 06:21:00,250,SMS,192.168.247.58,5222,whatsapp.net,Benign
SUB_008,Airtel,2025-04-03 18:54:00,690,Voice,192.168.203.126,8080,google.com,Benign
SUB_008,Airtel,2025-04-03 15:31:00,593,Data,192.168.169.53,80,google.com,Psychological
SUB_008,Airtel,2025-04-03 16:41:00,59,Data,192.168.154.81,80,signal.org,Benign
SUB_008,Airtel,2025-04-03 15:14:00,513,Data,192.168.245.58,5222,signal.org,Financial
SUB_008,Airtel,2025-04-03 22:15:00,980,Voice,192.168.187.142,5222,fakebank.in,Benign
SUB_008,Airtel,2025-04-03 06:54:00,417,SMS,192.168.206.172,5222,signal.org,Benign
SUB_008,Airtel,2025-04-03 13:55:00,734,Data,192.168.193.45,8080,telegram.org,Benign
SUB_008,Airtel,2025-04-03 06:51:00,610,Data,192.168.131.54,80,fakebank.in,Benign
SUB_009,BSNL,2025-04-03 10:54:00,71,Voice,192.168.161.33,80,signal.org,Benign
SUB_009,BSNL,2025-04-03 18:49:00,378,SMS,192.168.237.73,8080,google.com,Benign
SUB_009,BSNL,2025-04-03 19:23:00,495,Voice,192.168.125.133,5222,fakebank.in,Benign
SUB_009,BSNL,2025-04-03 19:07:00,726,SMS,192.168.251.228,80,whatsapp.net,Benign
SUB_009,BSNL,2025-04-03 08:04:00,959,Data,192.168.168.133,8080,google.com,Identity
SUB_009,BSNL,2025-04-03 17:08:00,500,SMS,192.168.133.135,443,fakebank.in,Benign
SUB_009,BSNL,2025-04-03 20:13:00,848,Voice,192.168.187.114,8080,google.com,Investment
SUB_009,BSNL,2025-04-03 23:11:00,1050,Voice,192.168.90.174,80,fakebank.in,Benign
SUB_009,BSNL,2025-04-03 21:35:00,711,SMS,192.168.242.209,80,google.com,Financial
